#!events.txt
# This is a text DVS created by v2e (see https://github.com/SensorsINI/v2e)
# Format is time (float s), x, y, polarity (0=off, 1=on) as specified at http://rpg.ifi.uzh.ch/davis_data.html
# Creation time: 04:36PM December 15 2020
# Creation time: System.currentTimeMillis() 1608046581602
# User name: tobi
0.009001431986689568 272 140 1
0.009001431986689568 273 135 0
0.0100015914067626 271 140 1
0.0100015914067626 272 141 1
0.0100015914067626 273 136 0
0.0100015914067626 273 141 1
0.0100015914067626 274 136 0
0.0100015914067626 272 136 0
0.011001750826835632 273 142 1
0.011001750826835632 274 137 0
0.011001750826835632 274 141 1
0.011001750826835632 272 142 1
0.011001750826835632 271 141 1
0.011001750826835632 271 137 0
0.011001750826835632 271 142 1
0.011001750826835632 272 137 0
0.011001750826835632 273 137 0
0.012001910246908665 272 143 1
0.012001910246908665 274 142 1
0.012001910246908665 271 138 0
0.012001910246908665 274 138 0
0.012001910246908665 273 138 0
0.012001910246908665 272 138 0
0.012001910246908665 271 143 1
0.012001910246908665 273 143 1
0.013002068735659122 272 143 1
0.013002068735659122 272 144 1
0.013002068735659122 271 139 0
0.013002068735659122 272 139 0
0.013002068735659122 273 144 1
0.013002068735659122 274 139 0
0.013002068735659122 271 144 1
0.013002068735659122 273 139 0
0.014002228155732155 271 140 0
0.014002228155732155 272 145 1
0.014002228155732155 271 145 1
0.014002228155732155 272 144 1
0.014002228155732155 274 140 0
0.014002228155732155 273 140 0
0.014002228155732155 272 140 0
0.014002228155732155 273 145 1
0.015002387575805187 272 146 1
0.015002387575805187 272 145 1
0.015002387575805187 272 141 0
0.015002387575805187 273 146 1
0.015002387575805187 273 141 0
0.015002387575805187 271 146 1
0.015002387575805187 272 143 0
0.015002387575805187 274 141 0
0.015002387575805187 271 141 0
0.01600254699587822 271 147 1
0.01600254699587822 273 147 1
0.01600254699587822 272 147 1
0.01600254699587822 272 142 0
0.01600254699587822 270 146 1
0.01600254699587822 274 142 0
0.01600254699587822 273 142 0
0.01600254699587822 271 142 0
0.01600254699587822 272 144 0
0.017002705484628677 273 143 0
0.017002705484628677 271 148 1
0.017002705484628677 272 145 0
0.017002705484628677 272 143 0
0.017002705484628677 272 148 1
0.017002705484628677 271 143 0
0.017002705484628677 270 147 1
0.018002863973379135 272 149 1
0.018002863973379135 271 149 1
0.018002863973379135 273 148 1
0.018002863973379135 271 144 0
0.018002863973379135 272 144 0
0.018002863973379135 270 148 1
0.018002863973379135 273 144 0
0.018002863973379135 270 149 1
0.019003024324774742 271 145 0
0.019003024324774742 273 145 0
0.019003024324774742 272 145 0
0.019003024324774742 271 150 1
0.019003024324774742 272 150 1
0.019003024324774742 271 149 1
0.019003024324774742 270 150 1
0.0200031828135252 273 146 0
0.0200031828135252 271 146 0
0.0200031828135252 272 146 0
0.0200031828135252 271 151 1
0.0200031828135252 270 146 0
0.0200031828135252 271 150 1
0.0200031828135252 270 151 1
0.0200031828135252 272 151 1
0.021003343164920807 271 147 0
0.021003343164920807 270 152 1
0.021003343164920807 272 152 1
0.021003343164920807 273 147 0
0.021003343164920807 272 147 0
0.021003343164920807 270 147 0
0.021003343164920807 271 149 0
0.021003343164920807 271 151 1
0.021003343164920807 271 152 1
0.022003501653671265 270 148 0
0.022003501653671265 269 152 1
0.022003501653671265 271 153 1
0.022003501653671265 273 148 0
0.022003501653671265 269 151 1
0.022003501653671265 270 153 1
0.022003501653671265 271 148 0
0.022003501653671265 271 150 0
0.022003501653671265 272 148 0
0.023003660142421722 271 151 0
0.023003660142421722 269 153 1
0.023003660142421722 272 149 0
0.023003660142421722 271 149 0
0.023003660142421722 270 154 1
0.023003660142421722 270 149 0
0.023003660142421722 271 154 1
0.023003660142421722 272 153 1
0.02400382049381733 271 150 0
0.02400382049381733 270 155 1
0.02400382049381733 269 154 1
0.02400382049381733 269 155 1
0.02400382049381733 272 150 0
0.02400382049381733 270 150 0
0.02400382049381733 271 155 1
0.025003978982567787 271 151 0
0.025003978982567787 270 156 1
0.025003978982567787 269 151 0
0.025003978982567787 269 156 1
0.025003978982567787 271 156 1
0.025003978982567787 270 151 0
0.025003978982567787 272 151 0
0.026004137471318245 270 152 0
0.026004137471318245 268 155 1
0.026004137471318245 269 152 0
0.026004137471318245 268 156 1
0.026004137471318245 270 157 1
0.026004137471318245 272 152 0
0.026004137471318245 269 157 1
0.026004137471318245 271 152 0
0.027004297822713852 272 153 0
0.027004297822713852 269 158 1
0.027004297822713852 270 158 1
0.027004297822713852 271 157 1
0.027004297822713852 270 153 0
0.027004297822713852 268 157 1
0.027004297822713852 271 153 0
0.02800445631146431 269 153 0
0.02800445631146431 270 154 0
0.02800445631146431 271 154 0
0.02800445631146431 268 158 1
0.02800445631146431 270 159 1
0.02800445631146431 268 159 1
0.02800445631146431 269 159 1
0.029004614800214767 269 160 1
0.029004614800214767 269 154 0
0.029004614800214767 270 155 0
0.029004614800214767 271 155 0
0.029004614800214767 268 160 1
0.030004775151610374 268 155 0
0.030004775151610374 270 156 0
0.030004775151610374 267 160 1
0.030004775151610374 269 155 0
0.030004775151610374 270 160 1
0.030004775151610374 267 159 1
0.030004775151610374 269 161 1
0.030004775151610374 268 161 1
0.030004775151610374 271 156 0
0.031004933640360832 268 156 0
0.031004933640360832 268 162 1
0.031004933640360832 271 157 0
0.031004933640360832 270 157 0
0.031004933640360832 269 156 0
0.031004933640360832 267 161 1
0.031004933640360832 269 162 1
0.03200509399175644 269 157 0
0.03200509399175644 270 158 0
0.03200509399175644 267 162 1
0.03200509399175644 267 163 1
0.03200509399175644 268 163 1
0.03200509399175644 268 157 0
0.0330052524805069 269 163 1
0.0330052524805069 269 158 0
0.0330052524805069 268 164 1
0.0330052524805069 267 164 1
0.0330052524805069 266 163 1
0.0330052524805069 270 159 0
0.0330052524805069 268 158 0
0.0330052524805069 266 162 1
0.034005410969257355 269 160 0
0.034005410969257355 270 160 0
0.034005410969257355 268 159 0
0.034005410969257355 269 159 0
0.034005410969257355 266 164 1
0.034005410969257355 267 159 0
0.034005410969257355 267 165 1
0.03500556945800781 267 160 0
0.03500556945800781 268 160 0
0.03500556945800781 268 165 1
0.03500556945800781 269 161 0
0.03500556945800781 267 166 1
0.03500556945800781 266 165 1
0.03600572794675827 265 166 1
0.03600572794675827 266 166 1
0.03600572794675827 265 165 1
0.03600572794675827 269 162 0
0.03600572794675827 267 161 0
0.03600572794675827 268 161 0
0.03600572794675827 268 166 1
0.037005890160799026 266 162 0
0.037005890160799026 269 163 0
0.037005890160799026 267 162 0
0.037005890160799026 265 167 1
0.037005890160799026 266 167 1
0.037005890160799026 268 162 0
0.037005890160799026 267 167 1
0.038006048649549484 265 168 1
0.038006048649549484 266 167 1
0.038006048649549484 266 163 0
0.038006048649549484 268 164 0
0.038006048649549484 266 168 1
0.038006048649549484 267 168 1
0.038006048649549484 268 163 0
0.038006048649549484 267 163 0
0.03900620713829994 264 168 1
0.03900620713829994 265 169 1
0.03900620713829994 268 165 0
0.03900620713829994 264 169 1
0.03900620713829994 266 169 1
0.03900620713829994 267 169 1
0.03900620713829994 266 164 0
0.03900620713829994 267 164 0
0.0400063656270504 268 166 0
0.0400063656270504 264 170 1
0.0400063656270504 267 165 0
0.0400063656270504 266 165 0
0.0400063656270504 265 165 0
0.0400063656270504 265 170 1
0.0400063656270504 266 170 1
0.0400063656270504 266 167 0
0.0400063656270504 265 169 1
0.04100652411580086 263 170 1
0.04100652411580086 266 166 0
0.04100652411580086 266 171 1
0.04100652411580086 265 166 0
0.04100652411580086 267 166 0
0.04100652411580086 264 171 1
0.04100652411580086 265 171 1
0.042006686329841614 265 167 0
0.042006686329841614 264 172 1
0.042006686329841614 266 167 0
0.042006686329841614 267 168 0
0.042006686329841614 263 172 1
0.042006686329841614 265 169 0
0.042006686329841614 263 171 1
0.042006686329841614 265 172 1
0.042006686329841614 267 167 0
0.04300684481859207 265 173 1
0.04300684481859207 267 169 0
0.04300684481859207 264 173 1
0.04300684481859207 266 168 0
0.04300684481859207 263 173 1
0.04300684481859207 265 168 0
0.04400700330734253 262 172 1
0.04400700330734253 264 168 0
0.04400700330734253 264 174 1
0.04400700330734253 263 174 1
0.04400700330734253 262 173 1
0.04400700330734253 265 169 0
0.04400700330734253 266 169 0
0.04500716179609299 264 175 1
0.04500716179609299 266 171 0
0.04500716179609299 266 170 0
0.04500716179609299 265 170 0
0.04500716179609299 264 169 0
0.04500716179609299 262 174 1
0.04500716179609299 263 175 1
0.046007320284843445 261 175 1
0.046007320284843445 264 170 0
0.046007320284843445 262 175 1
0.046007320284843445 265 171 0
0.046007320284843445 263 176 1
0.046007320284843445 262 176 1
0.046007320284843445 263 170 0
0.046007320284843445 261 174 1
0.0470074787735939 264 172 0
0.0470074787735939 262 177 1
0.0470074787735939 264 171 0
0.0470074787735939 263 171 0
0.0470074787735939 265 172 0
0.0470074787735939 261 176 1
0.04800764098763466 261 177 1
0.04800764098763466 263 172 0
0.04800764098763466 265 173 0
0.04800764098763466 264 173 0
0.04800764098763466 260 176 1
0.04800764098763466 262 172 0
0.04800764098763466 263 177 1
0.04900779947638512 260 177 1
0.04900779947638512 262 178 1
0.04900779947638512 260 178 1
0.04900779947638512 261 177 1
0.04900779947638512 263 173 0
0.04900779947638512 262 173 0
0.04900779947638512 261 178 1
0.04900779947638512 264 174 0
0.050007957965135574 262 174 0
0.050007957965135574 263 174 0
0.050007957965135574 261 174 0
0.050007957965135574 261 179 1
0.050007957965135574 261 178 1
0.050007957965135574 262 179 1
0.050007957965135574 259 178 1
0.050007957965135574 260 179 1
0.050007957965135574 264 175 0
0.05100811645388603 263 175 0
0.05100811645388603 261 177 0
0.05100811645388603 263 176 0
0.05100811645388603 261 180 1
0.05100811645388603 259 179 1
0.05100811645388603 261 175 0
0.05100811645388603 260 180 1
0.05100811645388603 262 175 0
0.05100811645388603 259 180 1
0.05200827494263649 260 181 1
0.05200827494263649 261 178 0
0.05200827494263649 261 181 1
0.05200827494263649 261 176 0
0.05200827494263649 262 176 0
0.05200827494263649 263 177 0
0.05200827494263649 259 181 1
0.053008437156677246 261 177 0
0.053008437156677246 262 177 0
0.053008437156677246 258 181 1
0.053008437156677246 260 176 0
0.053008437156677246 259 182 1
0.053008437156677246 260 182 1
0.053008437156677246 262 178 0
0.053008437156677246 258 180 1
0.054008595645427704 258 182 1
0.054008595645427704 260 177 0
0.054008595645427704 258 183 1
0.054008595645427704 259 183 1
0.054008595645427704 261 178 0
0.054008595645427704 262 179 0
0.05500875413417816 260 178 0
0.05500875413417816 258 184 1
0.05500875413417816 259 178 0
0.05500875413417816 257 181 1
0.05500875413417816 257 182 1
0.05500875413417816 261 179 0
0.05500875413417816 257 183 1
0.05600891262292862 259 184 1
0.05600891262292862 257 184 1
0.05600891262292862 260 180 0
0.05600891262292862 261 181 0
0.05600891262292862 260 179 0
0.05600891262292862 256 183 1
0.05600891262292862 261 180 0
0.05600891262292862 259 179 0
0.05700907111167908 258 180 0
0.05700907111167908 257 184 1
0.05700907111167908 258 185 1
0.05700907111167908 259 180 0
0.05700907111167908 256 184 1
0.05700907111167908 260 181 0
0.05700907111167908 257 185 1
0.05700907111167908 256 185 1
0.058009229600429535 257 186 1
0.058009229600429535 260 182 0
0.058009229600429535 255 185 1
0.058009229600429535 256 186 1
0.058009229600429535 258 181 0
0.058009229600429535 259 181 0
0.058009229600429535 257 181 0
0.05900939181447029 257 184 0
0.05900939181447029 259 183 0
0.05900939181447029 255 187 1
0.05900939181447029 259 182 0
0.05900939181447029 258 182 0
0.05900939181447029 257 182 0
0.05900939181447029 255 186 1
0.05900939181447029 257 187 1
0.05900939181447029 256 187 1
0.06000955030322075 254 187 1
0.06000955030322075 257 183 0
0.06000955030322075 258 183 0
0.06000955030322075 254 186 1
0.06000955030322075 256 188 1
0.06000955030322075 255 188 1
0.06000955030322075 259 184 0
0.06100970879197121 258 185 0
0.06100970879197121 255 189 1
0.06100970879197121 256 183 0
0.06100970879197121 257 184 0
0.06100970879197121 254 188 1
0.06100970879197121 258 184 0
0.062009867280721664 256 184 0
0.062009867280721664 254 189 1
0.062009867280721664 253 189 1
0.062009867280721664 257 185 0
0.062009867280721664 253 187 1
0.062009867280721664 253 188 1
0.06301002949476242 254 189 1
0.06301002949476242 255 185 0
0.06301002949476242 257 186 0
0.06301002949476242 255 190 1
0.06301002949476242 257 187 0
0.06301002949476242 256 185 0
0.06301002949476242 254 190 1
0.06301002949476242 253 190 1
0.06401018798351288 254 186 0
0.06401018798351288 252 189 1
0.06401018798351288 253 191 1
0.06401018798351288 254 191 1
0.06401018798351288 256 186 0
0.06401018798351288 252 191 1
0.06401018798351288 256 187 0
0.06401018798351288 252 190 1
0.06401018798351288 255 186 0
0.06501034647226334 253 192 1
0.06501034647226334 255 187 0
0.06501034647226334 254 187 0
0.06501034647226334 251 191 1
0.06501034647226334 252 192 1
0.06501034647226334 256 188 0
0.06501034647226334 251 190 1
0.06501034647226334 254 189 0
0.0660105049610138 254 188 0
0.0660105049610138 251 192 1
0.0660105049610138 255 188 0
0.0660105049610138 253 187 0
0.0660105049610138 255 189 0
0.0660105049610138 252 193 1
0.06701066344976425 254 189 0
0.06701066344976425 255 190 0
0.06701066344976425 250 191 1
0.06701066344976425 250 193 1
0.06701066344976425 250 192 1
0.06701066344976425 251 193 1
0.06701066344976425 253 188 0
0.06801082193851471 250 194 1
0.06801082193851471 253 189 0
0.06801082193851471 254 191 0
0.06801082193851471 251 194 1
0.06801082193851471 254 190 0
0.06801082193851471 249 193 1
0.06801082193851471 252 194 1
0.06801082193851471 252 189 0
0.06901098042726517 251 190 0
0.06901098042726517 253 191 0
0.06901098042726517 252 190 0
0.06901098042726517 249 194 1
0.06901098042726517 250 195 1
0.06901098042726517 253 190 0
0.06901098042726517 249 195 1
0.06901098042726517 251 195 1
0.07001113891601562 249 196 1
0.07001113891601562 248 194 1
0.07001113891601562 250 196 1
0.07001113891601562 253 192 0
0.07001113891601562 248 195 1
0.07001113891601562 251 191 0
0.07001113891601562 252 191 0
0.07101129740476608 249 195 1
0.07101129740476608 252 193 0
0.07101129740476608 250 191 0
0.07101129740476608 252 192 0
0.07101129740476608 248 196 1
0.07101129740476608 251 192 0
0.07201145589351654 247 196 1
0.07201145589351654 248 196 1
0.07201145589351654 251 193 0
0.07201145589351654 250 192 0
0.07201145589351654 249 197 1
0.07201145589351654 247 197 1
0.07201145589351654 252 194 0
0.07201145589351654 247 195 1
0.07201145589351654 248 197 1
0.0730116218328476 249 195 0
0.0730116218328476 246 197 1
0.0730116218328476 246 196 1
0.0730116218328476 251 194 0
0.0730116218328476 247 198 1
0.0730116218328476 251 195 0
0.0730116218328476 249 193 0
0.0730116218328476 250 193 0
0.0730116218328476 248 198 1
0.07401178032159805 250 195 0
0.07401178032159805 248 196 0
0.07401178032159805 250 194 0
0.07401178032159805 246 198 1
0.07401178032159805 247 199 1
0.07401178032159805 246 199 1
0.07401178032159805 249 194 0
0.07501193881034851 246 198 1
0.07501193881034851 250 196 0
0.07501193881034851 248 194 0
0.07501193881034851 245 197 1
0.07501193881034851 249 195 0
0.07501193881034851 245 198 1
0.07501193881034851 245 199 1
0.07601209729909897 248 195 0
0.07601209729909897 245 200 1
0.07601209729909897 244 199 1
0.07601209729909897 249 196 0
0.07601209729909897 247 195 0
0.07601209729909897 246 200 1
0.07601209729909897 244 198 1
0.07601209729909897 249 197 0
0.07601209729909897 248 196 0
0.07701225578784943 248 197 0
0.07701225578784943 245 201 1
0.07701225578784943 247 196 0
0.07701225578784943 246 196 0
0.07701225578784943 246 198 0
0.07701225578784943 244 201 1
0.07701225578784943 244 200 1
0.07801241427659988 248 198 0
0.07801241427659988 243 200 1
0.07801241427659988 244 202 1
0.07801241427659988 243 201 1
0.07801241427659988 247 197 0
0.07801241427659988 247 198 0
0.07801241427659988 246 197 0
0.07801241427659988 243 199 1
0.07901257276535034 243 202 1
0.07901257276535034 246 198 0
0.07901257276535034 242 200 1
0.07901257276535034 247 199 0
0.07901257276535034 245 197 0
0.07901257276535034 242 202 1
0.07901257276535034 242 201 1
0.0800127312541008 246 200 0
0.0800127312541008 242 203 1
0.0800127312541008 241 202 1
0.0800127312541008 243 203 1
0.0800127312541008 245 198 0
0.0800127312541008 244 198 0
0.0800127312541008 246 199 0
0.08101288974285126 245 199 0
0.08101288974285126 242 204 1
0.08101288974285126 241 203 1
0.08101288974285126 241 201 1
0.08101288974285126 244 199 0
0.08101288974285126 245 200 0
0.08201304823160172 241 203 1
0.08201304823160172 244 200 0
0.08201304823160172 243 199 0
0.08201304823160172 240 203 1
0.08201304823160172 240 202 1
0.08201304823160172 240 204 1
0.08201304823160172 241 204 1
0.08201304823160172 245 201 0
0.08301320672035217 239 203 1
0.08301320672035217 240 205 1
0.08301320672035217 244 202 0
0.08301320672035217 241 205 1
0.08301320672035217 242 200 0
0.08301320672035217 243 200 0
0.08301320672035217 244 201 0
0.08301320672035217 239 204 1
0.08301320672035217 243 201 0
0.08401337265968323 239 205 1
0.08401337265968323 242 201 0
0.08401337265968323 243 202 0
0.08401337265968323 240 206 1
0.08401337265968323 241 203 0
0.08401337265968323 239 206 1
0.08501353114843369 243 203 0
0.08501353114843369 238 205 1
0.08501353114843369 239 205 1
0.08501353114843369 238 206 1
0.08501353114843369 242 202 0
0.08501353114843369 241 201 0
0.08501353114843369 238 204 1
0.08601368963718414 240 202 0
0.08601368963718414 239 207 1
0.08601368963718414 242 204 0
0.08601368963718414 241 202 0
0.08601368963718414 237 207 1
0.08601368963718414 237 206 1
0.08601368963718414 242 203 0
0.08601368963718414 241 203 0
0.08601368963718414 238 207 1
0.08601368963718414 237 205 1
0.0870138481259346 241 204 0
0.0870138481259346 236 207 1
0.0870138481259346 240 203 0
0.0870138481259346 236 206 1
0.0870138481259346 239 205 0
0.0870138481259346 238 208 1
0.0870138481259346 239 203 0
0.0870138481259346 241 205 0
0.0870138481259346 237 208 1
0.08801400661468506 240 205 0
0.08801400661468506 240 204 0
0.08801400661468506 235 207 1
0.08801400661468506 239 204 0
0.08801400661468506 236 208 1
0.08901416510343552 240 206 0
0.08901416510343552 238 204 0
0.08901416510343552 236 209 1
0.08901416510343552 235 208 1
0.08901416510343552 235 209 1
0.08901416510343552 239 205 0
0.08901416510343552 237 209 1
0.09001432359218597 239 207 0
0.09001432359218597 237 205 0
0.09001432359218597 238 205 0
0.09001432359218597 235 210 1
0.09001432359218597 234 208 1
0.09001432359218597 234 207 1
0.09001432359218597 239 206 0
0.09001432359218597 234 209 1
0.09101448208093643 237 206 0
0.09101448208093643 234 210 1
0.09101448208093643 233 208 1
0.09101448208093643 233 210 1
0.09101448208093643 238 207 0
0.09101448208093643 238 206 0
0.09101448208093643 238 208 0
0.09101448208093643 233 209 1
0.09201464056968689 237 208 0
0.09201464056968689 233 211 1
0.09201464056968689 232 209 1
0.09201464056968689 237 207 0
0.09201464056968689 236 206 0
0.09201464056968689 232 210 1
0.09201464056968689 234 211 1
0.09301479905843735 232 211 1
0.09301479905843735 235 207 0
0.09301479905843735 237 209 0
0.09301479905843735 231 210 1
0.09301479905843735 236 207 0
0.09301479905843735 236 208 0
0.0940149575471878 234 207 0
0.0940149575471878 235 208 0
0.0940149575471878 231 212 1
0.0940149575471878 236 209 0
0.0940149575471878 233 212 1
0.0940149575471878 232 211 1
0.0940149575471878 232 212 1
0.0940149575471878 231 211 1
0.09501512348651886 233 208 0
0.09501512348651886 234 208 0
0.09501512348651886 235 209 0
0.09501512348651886 235 210 0
0.09501512348651886 230 210 1
0.09501512348651886 230 211 1
0.09501512348651886 231 213 1
0.09501512348651886 230 212 1
0.09601528197526932 232 211 0
0.09601528197526932 229 212 1
0.09601528197526932 234 209 0
0.09601528197526932 229 213 1
0.09601528197526932 234 210 0
0.09601528197526932 234 211 0
0.09601528197526932 229 211 1
0.09601528197526932 230 213 1
0.09601528197526932 233 209 0
0.09701544046401978 229 214 1
0.09701544046401978 228 213 1
0.09701544046401978 233 210 0
0.09701544046401978 232 209 0
0.09701544046401978 230 214 1
0.09701544046401978 233 211 0
0.09701544046401978 228 212 1
0.09801559895277023 232 210 0
0.09801559895277023 228 214 1
0.09801559895277023 227 213 1
0.09801559895277023 233 212 0
0.09801559895277023 231 210 0
0.09801559895277023 232 211 0
0.09901575744152069 227 215 1
0.09901575744152069 232 212 0
0.09901575744152069 231 211 0
0.09901575744152069 228 215 1
0.09901575744152069 227 214 1
0.09901575744152069 230 210 0
0.09901575744152069 229 215 1
0.10001591593027115 230 211 0
0.10001591593027115 226 213 1
0.10001591593027115 226 214 1
0.10001591593027115 227 214 1
0.10001591593027115 231 213 0
0.10001591593027115 231 212 0
0.10001591593027115 226 215 1
0.1010160744190216 230 213 0
0.1010160744190216 225 215 1
0.1010160744190216 229 211 0
0.1010160744190216 230 212 0
0.1010160744190216 229 212 0
0.1010160744190216 225 214 1
0.1010160744190216 226 216 1
0.1010160744190216 225 216 1
0.1010160744190216 230 214 0
0.1010160744190216 227 216 1
0.10201623290777206 224 216 1
0.10201623290777206 229 213 0
0.10201623290777206 229 214 0
0.10201623290777206 228 212 0
0.10201623290777206 224 215 1
0.10201623290777206 227 214 0
0.10301639139652252 225 217 1
0.10301639139652252 224 217 1
0.10301639139652252 223 216 1
0.10301639139652252 224 214 1
0.10301639139652252 228 214 0
0.10301639139652252 228 213 0
0.10301639139652252 229 215 0
0.10301639139652252 223 215 1
0.10401654988527298 224 218 1
0.10401654988527298 228 215 0
0.10401654988527298 222 216 1
0.10401654988527298 227 213 0
0.10401654988527298 222 217 1
0.10401654988527298 227 214 0
0.10401654988527298 223 217 1
0.10401654988527298 226 213 0
0.10501670837402344 223 218 1
0.10501670837402344 227 216 0
0.10501670837402344 227 215 0
0.10501670837402344 221 217 1
0.10501670837402344 226 214 0
0.10501670837402344 222 218 1
0.10601687431335449 222 219 1
0.10601687431335449 224 214 0
0.10601687431335449 226 216 0
0.10601687431335449 221 216 1
0.10601687431335449 221 218 1
0.10601687431335449 225 214 0
0.10601687431335449 225 215 0
0.10601687431335449 226 215 0
0.10701703280210495 220 219 1
0.10701703280210495 225 216 0
0.10701703280210495 221 219 1
0.10701703280210495 220 217 1
0.10701703280210495 224 215 0
0.10701703280210495 225 217 0
0.10701703280210495 220 218 1
0.10801719129085541 219 218 1
0.10801719129085541 224 217 0
0.10801719129085541 224 218 0
0.10801719129085541 224 216 0
0.10801719129085541 219 219 1
0.10801719129085541 219 217 1
0.10801719129085541 223 215 0
0.10801719129085541 220 218 1
0.10901734977960587 223 217 0
0.10901734977960587 223 218 0
0.10901734977960587 219 220 1
0.10901734977960587 218 219 1
0.10901734977960587 223 216 0
0.10901734977960587 220 220 1
0.10901734977960587 222 216 0
0.10901734977960587 218 218 1
0.11001750826835632 222 218 0
0.11001750826835632 217 218 1
0.11001750826835632 220 218 0
0.11001750826835632 217 219 1
0.11001750826835632 217 220 1
0.11001750826835632 222 217 0
0.11001750826835632 218 220 1
0.11001750826835632 221 216 0
0.11101766675710678 221 217 0
0.11101766675710678 216 220 1
0.11101766675710678 218 221 1
0.11101766675710678 216 219 1
0.11101766675710678 217 221 1
0.11101766675710678 221 218 0
0.11101766675710678 222 219 0
0.11201782524585724 220 218 0
0.11201782524585724 219 217 0
0.11201782524585724 215 220 1
0.11201782524585724 221 219 0
0.11201782524585724 216 221 1
0.11201782524585724 220 217 0
0.1130179837346077 216 222 1
0.1130179837346077 220 219 0
0.1130179837346077 214 220 1
0.1130179837346077 215 221 1
0.1130179837346077 215 222 1
0.1130179837346077 214 221 1
0.1130179837346077 215 219 1
0.1130179837346077 219 218 0
0.1130179837346077 220 220 0
0.11401814222335815 218 218 0
0.11401814222335815 214 222 1
0.11401814222335815 219 220 0
0.11401814222335815 219 219 0
0.11401814222335815 213 221 1
0.11401814222335815 218 219 0
0.11501830071210861 214 223 1
0.11501830071210861 218 221 0
0.11501830071210861 213 220 1
0.11501830071210861 217 218 0
0.11501830071210861 213 222 1
0.11501830071210861 218 220 0
0.11501830071210861 217 219 0
0.11601845920085907 212 223 1
0.11601845920085907 212 221 1
0.11601845920085907 212 222 1
0.11601845920085907 213 223 1
0.11601845920085907 217 220 0
0.11601845920085907 217 221 0
0.11601845920085907 216 219 0
0.11701862514019012 211 221 1
0.11701862514019012 211 222 1
0.11701862514019012 216 220 0
0.11701862514019012 216 222 0
0.11701862514019012 216 221 0
0.11701862514019012 215 219 0
0.11701862514019012 211 223 1
0.11701862514019012 212 222 1
0.11801878362894058 212 224 1
0.11801878362894058 214 220 0
0.11801878362894058 211 224 1
0.11801878362894058 215 221 0
0.11801878362894058 215 220 0
0.11801878362894058 215 222 0
0.11801878362894058 210 223 1
0.11801878362894058 210 222 1
0.11901894211769104 214 222 0
0.11901894211769104 209 224 1
0.11901894211769104 209 223 1
0.11901894211769104 214 221 0
0.11901894211769104 214 223 0
0.11901894211769104 210 223 1
0.11901894211769104 212 222 0
0.11901894211769104 213 220 0
0.11901894211769104 210 224 1
0.11901894211769104 209 222 1
0.1200191006064415 208 224 1
0.1200191006064415 208 223 1
0.1200191006064415 208 222 1
0.1200191006064415 213 222 0
0.1200191006064415 213 221 0
0.1200191006064415 213 223 0
0.12101925909519196 211 221 0
0.12101925909519196 208 225 1
0.12101925909519196 207 223 1
0.12101925909519196 212 221 0
0.12101925909519196 212 222 0
0.12101925909519196 212 224 0
0.12101925909519196 212 223 0
0.12101925909519196 207 224 1
0.12101925909519196 209 225 1
0.12201941758394241 206 224 1
0.12201941758394241 210 223 0
0.12201941758394241 211 223 0
